	recall	precision	f1_score
MUC	0.4825174825174825	0.5111111111111111	0.4964028776978417
B3	0.4530153299593759	0.5725424357777299	0.5058135370330389
CEAF_m	0.45365853658536587	0.45588235294117646	0.45476772616136923
CEAF_e	0.5100509705348415	0.4583066691762344	0.48279633852152937
BLANC	0.5732021282784804	0.636176316822989	0.5947153082925145
CoNLL-2012 average score			
CONLL	0.4818612610039	0.5139867386883584	0.49500425108413665
