	recall	precision	f1_score
MUC	0.875	0.8981132075471698	0.8864059590316574
B3	0.5176587557814545	0.5750394253872564	0.5448424800210943
CEAF_m	0.6487889273356401	0.6499133448873483	0.6493506493506492
CEAF_e	0.5183498728763505	0.3749765037828919	0.43515791797026954
BLANC	0.679387089656128	0.6915443026996009	0.6851349226532413
CoNLL-2012 average score			
CONLL	0.6370028762192683	0.6160430455724394	0.6221354523410071
