	recall	precision	f1_score
MUC	0.9861111111111112	0.9793103448275862	0.9826989619377163
B3	0.9327272727272727	0.8987980433263452	0.9154483864746632
CEAF_m	0.9466666666666667	0.9466666666666667	0.9466666666666668
CEAF_e	0.7606701940035273	0.9128042328042328	0.8298220298220299
BLANC	0.9279987557689631	0.9247994360651608	0.9256014743176376
CoNLL-2012 average score			
CONLL	0.8931695259473037	0.9303042069860546	0.9093231260781365
