	recall	precision	f1_score
MUC	0.9722222222222222	0.958904109589041	0.9655172413793103
B3	0.7638288770053476	0.7283658600052043	0.7456759672150959
CEAF_m	0.84	0.84	0.84
CEAF_e	0.5958288935742516	0.8937433403613775	0.714994672289102
BLANC	0.7633833352138322	0.7616886165007355	0.7621342179486352
CoNLL-2012 average score			
CONLL	0.7772933309339405	0.8603377699852076	0.808729293627836
