	recall	precision	f1_score
MUC	0.9912663755458515	0.9956140350877193	0.9934354485776805
B3	0.9786008230452675	0.9837829599146471	0.9811850491530979
CEAF_m	0.9876543209876543	0.9876543209876543	0.9876543209876544
CEAF_e	0.9839705829207475	0.9183725440593643	0.950040562820032
BLANC	0.987388379198319	0.984660311284736	0.985993724812713
CoNLL-2012 average score			
CONLL	0.9846125938372888	0.9659231796872435	0.9748870201836035
