	recall	precision	f1_score
MUC	0.9275887038377987	0.9748858447488584	0.9506493506493506
B3	0.27781694871043033	0.8121365128430075	0.4140090304641171
CEAF_m	0.3872549019607843	0.3872549019607843	0.3872549019607843
CEAF_e	0.6495283494509069	0.26778800372098793	0.3792277319775481
BLANC	0.5891837219498096	0.7584574968862583	0.5909048513772075
CoNLL-2012 average score			
CONLL	0.618311333999712	0.6849367871042845	0.5812953710303387
