	recall	precision	f1_score
MUC	0.9664981036662452	0.9652777777777778	0.9658875552747946
B3	0.8890078358769301	0.9312330215115718	0.9096306676017443
CEAF_m	0.9145251396648044	0.9145251396648044	0.9145251396648043
CEAF_e	0.7831069166477322	0.7907098964210112	0.786890041848929
BLANC	0.9391171867397543	0.9635239011910103	0.9507974939540794
CoNLL-2012 average score			
CONLL	0.8795376187303026	0.8957402319034536	0.887469421575156
