	recall	precision	f1_score
MUC	0.9961290322580645	0.9922879177377892	0.9942047649710238
B3	0.987993336420706	0.982966812603795	0.985473664960618
CEAF_m	0.9865853658536585	0.9865853658536585	0.9865853658536584
CEAF_e	0.8936389328494544	0.957470285195844	0.9244540684649528
BLANC	0.991187641281967	0.9919553853950704	0.9915692766879349
CoNLL-2012 average score			
CONLL	0.9592537671760749	0.9775750051791428	0.9680441661321981
