	recall	precision	f1_score
MUC	0.975	0.975	0.9749999999999999
B3	0.9179487179487179	0.9247863247863247	0.9213548356405498
CEAF_m	0.9555555555555556	0.9555555555555556	0.9555555555555557
CEAF_e	0.9753333333333334	0.9753333333333334	0.9753333333333335
BLANC	0.920254985931369	0.9314630136986302	0.9251089324618736
CoNLL-2012 average score			
CONLL	0.9560940170940171	0.9583732193732194	0.957229389657961
