	recall	precision	f1_score
MUC	0.8423513694054776	0.8842917251051894	0.8628121792678755
B3	0.1744942738134107	0.35471857543833274	0.23391858423980058
CEAF_m	0.2610103626943005	0.26813040585495673	0.2645224811289793
CEAF_e	0.15541877096006498	0.09486600305354616	0.11781745540521056
BLANC	0.48331928134391533	0.5200586033330142	0.48065226940592803
CoNLL-2012 average score			
CONLL	0.3907548047263178	0.4446254345323561	0.4048494063042955
