	recall	precision	f1_score
MUC	0.7	0.5	0.5833333333333334
B3	0.7149966471884279	0.44561815336463223	0.5490460494389404
CEAF_m	0.4520547945205479	0.4647887323943662	0.4583333333333333
CEAF_e	0.2638548041996318	0.58048056923919	0.36280035577449377
BLANC	0.6857296673365711	0.63140407862174	0.6425786442179885
CoNLL-2012 average score			
CONLL	0.5596171504626866	0.5086995742012741	0.49839324618225583
