	recall	precision	f1_score
MUC	0.993949394939494	0.9917672886937431	0.9928571428571428
B3	0.9877304987233316	0.9830276768572475	0.9853734766164333
CEAF_m	0.9852164730728616	0.9852164730728616	0.9852164730728616
CEAF_e	0.8479534156688061	0.8950619387615176	0.8708710755517469
BLANC	0.9946422837244497	0.9950130937731317	0.9948273595503051
CoNLL-2012 average score			
CONLL	0.9432111031105439	0.9566189681041694	0.9497005650084409
