	recall	precision	f1_score
MUC	0.9297610427226647	0.9976689976689976	0.9625187406296851
B3	0.5111707805746039	0.9907463797056179	0.6743921884095043
CEAF_m	0.626750700280112	0.626750700280112	0.626750700280112
CEAF_e	0.839391106273709	0.2797970354245697	0.4196955531368545
BLANC	0.8183279205144549	0.9402610816436094	0.8578977540994484
CoNLL-2012 average score			
CONLL	0.7601076431903259	0.7560708042663951	0.6855354940586813
