	recall	precision	f1_score
MUC	0.9906490649064906	0.9922865013774105	0.9914671070740435
B3	0.9789670692178943	0.9838614862742352	0.9814081755018687
CEAF_m	0.9831045406546991	0.9831045406546991	0.983104540654699
CEAF_e	0.8979925301344003	0.8638915479773978	0.8806120295511538
BLANC	0.9905355972227174	0.9922550753091497	0.991388252989344
CoNLL-2012 average score			
CONLL	0.9558695547529285	0.9466798452096811	0.9511624373756886
