	recall	precision	f1_score
MUC	0.7849264705882353	0.8405511811023622	0.811787072243346
B3	0.2597066675032192	0.34679702628180925	0.29699901556608876
CEAF_m	0.328719723183391	0.3327495621716287	0.33072236727589205
CEAF_e	0.19675094941576177	0.10618305206564921	0.13792850062135875
BLANC	0.5169018312351364	0.532500672153617	0.5241299264139673
CoNLL-2012 average score			
CONLL	0.41379469583573875	0.4311770864832736	0.4155715294769311
