	recall	precision	f1_score
MUC	0.8164251207729468	0.8421926910299004	0.8291087489779231
B3	0.22090517796145043	0.3599701961837692	0.27379119097899246
CEAF_m	0.2837423312883436	0.2881619937694704	0.285935085007728
CEAF_e	0.19806986591806444	0.15350414608649993	0.17296241812563373
BLANC	0.5097450045425693	0.5415033814922763	0.5102048758206073
CoNLL-2012 average score			
CONLL	0.4118000548841539	0.45188901110005647	0.42528745269418305
