	recall	precision	f1_score
MUC	0.9475982532751092	0.9353448275862069	0.9414316702819957
B3	0.6918073873207609	0.7054939260720107	0.6985836270080881
CEAF_m	0.7786885245901639	0.7786885245901639	0.7786885245901639
CEAF_e	0.5244740887132192	0.655592610891524	0.5827489874591325
BLANC	0.7622599970999834	0.7761090498167176	0.7678019088860413
CoNLL-2012 average score			
CONLL	0.7212932431030298	0.7654771215165805	0.7409214282497386
