	recall	precision	f1_score
MUC	0.9195710455764075	0.9195710455764075	0.9195710455764075
B3	0.8859829156071931	0.8926801180670284	0.8893189083441194
CEAF_m	0.8709055876685935	0.8709055876685935	0.8709055876685935
CEAF_e	0.8012946987273478	0.8012946987273478	0.8012946987273477
BLANC	0.9680181229652878	0.9480754396889708	0.9577894507599749
CoNLL-2012 average score			
CONLL	0.8689495533036494	0.8711819541235947	0.8700615508826249
