	recall	precision	f1_score
MUC	0.9506172839506173	0.9871794871794872	0.9685534591194969
B3	0.6892065208993278	0.9563072586328402	0.8010789175165687
CEAF_m	0.8023255813953488	0.8023255813953488	0.8023255813953488
CEAF_e	0.9477732793522268	0.5923582995951417	0.7290563687324821
BLANC	0.8069594239471527	0.8672162917778625	0.8187283592075907
CoNLL-2012 average score			
CONLL	0.862532361400724	0.8452816818024896	0.8328962484561826
