	recall	precision	f1_score
MUC	0.8432392273402675	0.8521021021021021	0.847647498132935
B3	0.34807969289996	0.3632865297645809	0.3555205734719817
CEAF_m	0.4634146341463415	0.4669943820224719	0.4651976215459951
CEAF_e	0.1819028713168198	0.17597125594779306	0.17888790659886145
BLANC	0.58960711511771	0.5994629062604184	0.594491493605739
CoNLL-2012 average score			
CONLL	0.45774059718568244	0.46378662927149206	0.46068532606792606
