	recall	precision	f1_score
MUC	0.9503105590062112	0.9935064935064936	0.9714285714285714
B3	0.6776660341555977	0.8177041690462593	0.741127969734296
CEAF_m	0.7705882352941177	0.7705882352941177	0.7705882352941177
CEAF_e	0.8947550034506556	0.5032996894409938	0.6442236024844721
BLANC	0.7507224378977908	0.754015259202431	0.7521000744328661
CoNLL-2012 average score			
CONLL	0.8409105322041549	0.7715034506645821	0.7855933812157798
