	recall	precision	f1_score
MUC	0.8864395457581831	0.9008825526137135	0.8936026936026935
B3	0.22330078189180994	0.3609980557311931	0.2759243829206791
CEAF_m	0.32059585492227977	0.3237410071942446	0.3221607549625773
CEAF_e	0.24495203691225356	0.20558474526564138	0.22354846087137703
BLANC	0.5126937700306103	0.5352686428346018	0.5116427320331619
CoNLL-2012 average score			
CONLL	0.4515641215207489	0.4891551178701827	0.46435851246491655
