	recall	precision	f1_score
MUC	0.6531728665207878	0.6822857142857143	0.6674119619899385
B3	0.4028610767669402	0.4472866804117565	0.4239131190375288
CEAF_m	0.4079391891891892	0.4107142857142857	0.40932203389830507
CEAF_e	0.43067517765607116	0.386319926801127	0.4072935130197521
BLANC	0.5692281156627496	0.5856505531711913	0.5769673466551143
CoNLL-2012 average score			
CONLL	0.49556970698126634	0.5052974404995326	0.49953953134907314
