	recall	precision	f1_score
MUC	0.9565217391304348	0.9808917197452229	0.9685534591194969
B3	0.825180265654649	0.575866077656359	0.6783406205093536
CEAF_m	0.6058823529411764	0.6058823529411764	0.6058823529411764
CEAF_e	0.7140806976872551	0.49436355993733044	0.5842478435622996
BLANC	0.6329931758895946	0.645284132145387	0.6015290903443515
CoNLL-2012 average score			
CONLL	0.8319275674907797	0.6837071191129708	0.7437139743970501
