	recall	precision	f1_score
MUC	0.9361702127659575	0.8979591836734694	0.9166666666666667
B3	0.9639175257731959	0.9402061855670103	0.9519142214457549
CEAF_m	0.9175257731958762	0.9175257731958762	0.9175257731958762
CEAF_e	0.8621428571428572	0.8980654761904763	0.8797376093294461
BLANC	0.9856105781695619	0.9713782373936122	0.9783783532766245
CoNLL-2012 average score			
CONLL	0.9207435318940035	0.9120769484769853	0.9161061658139559
