	recall	precision	f1_score
MUC	0.9017957351290684	0.9816737935247404	0.9400409476455104
B3	0.2524969638153981	0.9410021701603627	0.3981572908523245
CEAF_m	0.32083333333333336	0.32083333333333336	0.32083333333333336
CEAF_e	0.8080559598042185	0.39403435495753414	0.529746900014167
BLANC	0.5613330180050478	0.8992677014093995	0.5769874216174423
CoNLL-2012 average score			
CONLL	0.654116219582895	0.7722367728808791	0.6226483795040006
