	recall	precision	f1_score
MUC	0.4413075780089153	0.6659192825112108	0.5308310991957105
B3	0.07564233167962406	0.482200490335756	0.13077077623506278
CEAF_m	0.11777003484320557	0.13541666666666666	0.12597838240775253
CEAF_e	0.25417324296904276	0.06354331074226069	0.1016692971876171
BLANC	0.37874276933106077	0.5244524969328884	0.4157841079740882
CoNLL-2012 average score			
CONLL	0.2570410508858607	0.4038876945297425	0.25442372420613013
